video_id,channel_id,published_date,video_title,video_description,likes,dislikes,views,comment_count
kYLRZbL1B6A,UCq-Fj5jknLsUf-MWSy4_brA,2016-12-10T13:37:00Z,"Kaabil Hoon Full Song With Lyrics | Hrithik Roshan, Yami Gautam | Kaabil","Presenting full audio with lyrics of Kaabil Hoon from Bollywood Movie ""KAABIL"" ,which is the story of a man who lived, laughed and loved just like everyone in this world. Until one day, a terrible tragedy struck. Driven by the fire of vengeance, nothing will stop him. Not even the fact that he has been blind since birth. 
Starring Hrithik Roshan and Yami Gautam,""Kaabil"" is directed by Sanjay Gupta and produced by Rakesh Roshan with music by Rajesh Roshan. A small film with a big heart, it releases in theaters on 25th of January 2017

Song : Kaabil Hoon
Singer : Jubin Nautiyal And Palak Muchhal
Music: Rajesh Roshan
Lyrics :Nasir Faraaz 
Programmer : Abhijit Vaghani 
Arranger : Dhrubajit Gogoi
Mixed and Mastered by Aftab Khan at Headroom Studio 
Mix Assistant Altamash Shrivastav

Song ♫Also Available On:
iTunes : http://bit.ly/Kaabil_Hoon_iTunes
Hungama : http://bit.ly/Kaabil_Hoon_Hungama
Saavn : http://bit.ly/Kaabil_Hoon_Saavn

Enjoy and stay connected with us!!

Subscribe to T-Series Channel for unlimited entertainment
http://www.youtube.com/user/tseries?sub_confirmation=1




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official



----------------------------------------------",6852,553,1033801,346
Ef-WLzjBeVY,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-30T13:08:06Z,Shaawa Pardesiyo [Full Song] Kaash Aap Hamare Hote,"Song - Shaawa Pardesiyo
Film - Kaash Aap Hamare Hote
Singer - Sonu Nigam, Sukhwinder Singh
Lyricist - Sameer
Music Director - Aadesh Shrivastav
Artist - Raj Babbar, Sonu Nigam, Juhi Babbar
Music On - T-Series",2354,342,871037,120
X9cPHr09TJ0,UCq-Fj5jknLsUf-MWSy4_brA,2016-05-18T10:09:34Z,"SEHRA Full Song (AUDIO) | Do Lafzon Ki Kahani | Randeep Hooda, Kajal Aggarwal | Ankit Tiwari","T-Series presents SEHRA Full Song (AUDIO) from upcoming movie DO LAFZON KI KAHANI starring Randeep Hooda & Kajal Aggarwal in leading roles, directed by Deepak Tijori.
►Click to watch KUCH TO HAI Video Song -https://youtu.be/SvscrxzfQ0w
►Click to watch Jeena Marna Video Song - https://youtu.be/smPtPgnTE3w

SONG - SEHRA
SINGER - ANKIT TIWARI
MUSIC - ANKIT TIWARI
LYRICS - SANDEEP NATH
MUSIC ON T-SERIES

FOR CALLER TUNES : 
Sehra http://bit.ly/Sehra
Sehra - Ek Vajah Dhoondhte http://bit.ly/EkVajahDhoondhteSehra

Enjoy and stay connected with us!!

Subscribe to T-Series Channel for unlimited entertainment
http://www.youtube.com/user/tseries?sub_confirmation=1




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official



----------------------------------------------

Set ""Sehra"" as your caller tune - sms DLFK7 To 54646

Set ""Sehra - Ek Vajah Dhoondhte"" as your caller tune - sms DLFK8 To 54646


OPERATOR CODES : 

1. Sehra

Vodafone Subscribers Dial 5377824401
Airtel Subscribers Dial 5432115435146
Reliance Subscribers Dial 595032591
Idea Subscribers Dial 567897824401
Tata DoCoMo Subscribers dial 5432117824401
Aircel Subscribers sms DT 6019881  To 53000
BSNL (South / East) Subscribers sms BT 7824401 To 56700
BSNL (North / West) Subscribers sms BT 6019881 To 56700
Virgin Subscribers sms TT 7824406 To 58475
MTS Subscribers  sms CT 6020228 to 55777
Telenor Subscribers dial 50016020305
MTNL Subscribers sms PT 7824401 To 56789


2.Sehra - Ek Vajah Dhoondhte

Vodafone Subscribers Dial 5377824410
Airtel Subscribers Dial 
Reliance Subscribers Dial 595032585
Idea Subscribers Dial 567897824410
Tata DoCoMo Subscribers dial 5432117824410
Aircel Subscribers sms DT 6019875  To 53000
BSNL (South / East) Subscribers sms BT 7824410 To 56700
BSNL (North / West) Subscribers sms BT 6019875 To 56700
Virgin Subscribers sms TT 7824406 To 58475
MTS Subscribers  sms CT 6020219 to 55777
Telenor Subscribers dial 50016020299
MTNL Subscribers sms PT 7824410 To 56789",4399,205,1061942,199
ijpu5Pw_e7I,UCq-Fj5jknLsUf-MWSy4_brA,2020-03-18T05:30:01Z,Lyrical: Tujhe Rab Mana | Baaghi3 | Tiger Shroff  | Shraddha Kapoor |  Rochak Kohli  Feat. Shaan,"Presenting the lyrical video of the song ""Tujhe Rab Mana"" from the Bollywood movie #Baaghi3. The song is sung by Rochak Kohli  Featuring Shaan. The music is also given by Rochak Kohli and the lyrics of this beautiful track are penned by Gurpreet Saini, Gautam G Sharma.
The film  Baaghi 3 is an action thriller film directed by Ahmed Khan. Produced by Nadiadwala Grandson Entertainment and Fox Star Studios, it is a spiritual sequel to Baaghi and Baaghi 2  and the third and final film in the Baaghi film series. The film stars Tiger Shroff, Riteish Deshmukh, and Shraddha Kapoor.

A Sajid Nadiadwala Franchise
Directed by Ahmed Khan 
Produced by Sajid Nadiadwala
Presented & Co-produced by Fox Star Studios
A Nadiadwala Grandson Entertainment production

#TigerShroff #ShraddhaKapoor

Baaghi 3 Movie In CINEMAS NOW!!
---------------------------------------------------------------
Connect with T-SERIES: 👉 http://bit.ly/TSeriesYouTube
----------------------------------------------------------------
Tiger Shroff as Ronnie
Shraddha Kapoor as Siya
Riteish Deshmukh as Vikram 
Ankita Lokhande as Ruchi 
----------------------------------------------------------------
♫SONG CREDITS♫
Song - Tujhe Rab Mana
Singer - Rochak Feat. Shaan 
Music - Rochak Kohli 
Lyrics - Gurpreet Saini, Gautam G Sharma 
Music Produced,  Mixed & Mastered by - Aditya Dev 
Vox recorded at - Rochak Kohli Music Studios
Music Label: T-Series
___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",17101,1425,920633,1156
n0FTq-G7rEw,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-30T13:01:50Z,Mujhe Rabb Se [Full Song] Ab Ke Baras,"Song - Mujhe Rabb Se
Film - Ab Ke Baras
Singer - Sonu Nigam, Preeti Pinky
Lyricist - Sameer
Music Director - Anu Malik
Artist - Aryan Babbar
Music On - T-Series",1874,201,662763,101
x7vjhteaYPs,UCq-Fj5jknLsUf-MWSy4_brA,2018-04-14T13:30:00Z,Sataasat Full Video Song | Blackmail | Irrfan Khan | Amit Trivedi | Amitabh Bhattacharya,"Presenting the full Video Song Sataasat from the Bollywood movie Blackmail. Gulshan Kumar & Ramesh Deo present, T-Series & RDP Motion Pictures Film, Produced by Bhushan Kumar, Krishan Kumar, Abhinay Deo and Apurba Sengupta, Blackमेल is directed by Abhinay Deo. The film has Irrfan Khan and Kirti Kulhari in lead roles along with Divya Dutta, Arunoday Singh. 

♪ Available on ♪
iTunes: http://bit.ly/Blackmail-Full-Album-iTunes
Hungama: http://bit.ly/Blackmail-Full-Album-Hungama
Saavn: http://bit.ly/Blackmail-Full-Album-Saavn
Gaana: http://bit.ly/Blackmail-Full-Album-Gaana
Apple Music: http://bit.ly/Blackmail-Full-Album-Apple-Music
Wynk: http://bit.ly/Blackmail-Full-Album-Wynk
_______________________________________
For Caller Tunes :
Sataasat http://bit.ly/2FQnyRN
Sataasat Kehte Hai Ki - Sataasat http://bit.ly/2tWyBaw
 Set as Caller Tune:
Set ""Sataasat"" as your caller tune - sms BML17 To 54646
Set ""Sataasat Kehte Hai Ki - Sataasat"" as your caller tune -sms BML18 To 54646
________________________________________
Song: Sataasat
Singer: Amit Trivedi 
Music: Amit Trivedi
Lyrics: Amitabh Bhattacharya
Produced & Arranged: Amit Trivedi
Recording Engineers A T Studios  Mumbai: Abhishek Sortey & Urmila Sutar  Assisted: Firoz Shaikh
Mixed By: Shadab Rayeen,  A T Studios & New Edge: Mumbai 
Assisted By: Abhishek Sortey & Dhananjay Khapekar
Mastered By: Donal Whelan, Mastering world - U.K.
Executive Producer   A T Studios: Krutee Trivedi
Head Of Production  A T Studios:  Aashish Narula
Programmed By: Amit Trivedi, Vineeth Jayan
Trumpet By: Kishore Sodha
Music Label: T-Series

SUBSCRIBE 👉 http://bit.ly/TSeriesYouTube for Latest Hindi  Songs 2018!  
________________________________________
Operator Codes: 
1.Sataasat
Vodafone Subscribers Dial 53710368943
Airtel Subscribers Dial 5432116508175
Idea Subscribers Dial 5678910368943
Tata DoCoMo Subscribers dial 54321110368943
BSNL (South / East) Subscribers sms BT 10368943 To 56700
BSNL (North / West) Subscribers sms BT 7021766 To 56700
Virgin Subscribers sms TT 10368943 To 58475
Telenor Subscribers dial 500110368943
MTNL Subscribers sms PT 10368943 To 56789

2.Sataasat Kehte Hai Ki - Sataasat
Vodafone Subscribers Dial 53710368880
Airtel Subscribers Dial 5432116508089
Idea Subscribers Dial 5678910368880
Tata DoCoMo Subscribers dial 54321110368880
BSNL (South / East) Subscribers sms BT 10368880 To 56700
BSNL (North / West) Subscribers sms BT 7021767 To 56700
Virgin Subscribers sms TT 10368880 To 58475
Telenor Subscribers dial 500110368880
MTNL Subscribers sms PT 10368880 To 56789
___
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",3072,345,351677,340
bPk9bSvQQoc,UCq-Fj5jknLsUf-MWSy4_brA,2015-12-01T12:42:52Z,"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series","Watch Tamma Tamma Again  - http://Bit.ly/TammaTammaAgain

Presenting 'PREM RATAN DHAN PAYO' title track song from Hindi movie Prem Ratan Dhan Payo (2015) starring Salman Khan, Sonam Kapoor, Anupam Kher. This title song is sung by PALAK MUCHHAL and music directed by HIMESH RESHAMMIYA.

Watch more Prem Ratan Dhan Payo Songs & Videos :
►PREM LEELA song - https://youtu.be/GGurh7jqS0w
►JALTE DIYE song - https://youtu.be/7qNz2b2qJZ4
►AAJ UNSE MILNA HAI - https://youtu.be/4Ag3g198jaI
►JAB TUM CHAHO - https://youtu.be/Ib75N9WDOd8
►HALO RE (audio) - https://youtu.be/IbQStOb7eW0
►TOD TADAIYYAI (audio) - https://youtu.be/wfwzUPlNC3I
►BACHPAN KAHAAN - https://youtu.be/4LTVqIePTg8
►JAB TUM CHAHO (Lyrical) - https://youtu.be/NJU1WG--RwE

More Prem Ratan Dhan Payo Movie Video clips Playlist - http://bit.ly/PremRatanDhanPayoVideoSongs

Buy it from iTunes: https://geo.itunes.apple.com/in/album/prem-ratan-dhan-payo-original/id1048150702?ls=1

Set it as your Caller Tune sms PRDP to 54646
Prem Ratan Dhan Payo http://bit.ly/PremRatanDhan
Prem Ratan Dhan Payo - Saiyan Tu Kamal Ka http://bit.ly/SaiyanTuKamalPRDP
Prem Ratan Dhan Payo - Sukh Dukh Zuthe http://bit.ly/SukhDukhZuthePRDP
 
SONG: PREM RATAN DHAN PAYO
SINGER: PALAK MUCHHAL, CHORUS 
MUSIC: HIMESH RESHAMMIYA
LYRICS: IRSHAD KAMIL
ASSIGNED PRODUCER- LANDMARC FILMS
CREATIVE PRODUCER & DIRECTOR- VIDHI KASLIWAL
DOPs- AMOL GOLE, RAHUL CHAUHAN
EDITOR- NITIN FCP
MUSIC LABEL: T-SERIES

Music Programmers : Suhas Parab, Subhash Parab, Priyesh Vakil
Guitarist: Vivek Verma
Sound Engineers : Salman Shaikh, Sakar Apte and Anudutt Shamain at HR Musik  Studio
Mixed and Mastered by: Salman Shaikh at HR Musik Studio


Enjoy and stay connected with us!!

Subscribe T-Series channel for unlimited entertainment
http://www.youtube.com/tseries

Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official

----------------------------------------------
Operators code:
1. Prem Ratan Dhan Payo

Vodafone Subscribers Dial 5376691495
Airtel Subscribers Dial 5432115034353
Reliance Subscribers Dial 595028974
Idea Subscribers Dial 567896691495
Tata DoCoMo Subscribers dial 5432116691495
Aircel Subscribers sms DT 3865159  To 53000
BSNL (South / East) Subscribers sms BT 6691495 To 56700
BSNL (North / West) Subscribers sms BT 3865159 To 56700
Virgin Subscribers sms TT 6691495 To 58475
MTS Subscribers  sms CT 87584972 to 55777
Uninor Subscribers dial 50013865723
MTNL Subscribers sms PT 6691495 To 56789

2. Prem Ratan Dhan Payo - Saiyan Tu Kamal Ka

Vodafone Subscribers Dial 5376691506
Airtel Subscribers Dial 5432115034125
Reliance Subscribers Dial 595028975
Idea Subscribers Dial 567896691506
Tata DoCoMo Subscribers dial 5432116691506
Aircel Subscribers sms DT 3865160  To 53000
BSNL (South / East) Subscribers sms BT 6691506 To 56700
BSNL (North / West) Subscribers sms BT 3865160 To 56700
Virgin Subscribers sms TT 6691506 To 58475
MTS Subscribers  sms CT 87584973 to 55777
Uninor Subscribers dial 50013865724
MTNL Subscribers sms PT 6691506 To 56789

3. Prem Ratan Dhan Payo - Sukh Dukh Zuthe

Vodafone Subscribers Dial 5376691509
Airtel Subscribers Dial 5432115034699
Reliance Subscribers Dial 595028976
Idea Subscribers Dial 567896691509
Tata DoCoMo Subscribers dial 5432116691509
Aircel Subscribers sms DT 3865161  To 53000
BSNL (South / East) Subscribers sms BT 6691509 To 56700
BSNL (North / West) Subscribers sms BT 3865161 To 56700
Virgin Subscribers sms TT 6691509 To 58475
MTS Subscribers  sms CT 87584974 to 55777
Uninor Subscribers dial 50013865725
MTNL Subscribers sms PT 6691509 To 56789",1301735,361506,652887359,53510
vwK8xkpqy-Q,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-24T23:26:58Z,Na Jaane Kyon Main Beqarar (Full Song) Film - Phir Lehraya Lal Dupatta,"Song - Na Jaane Kyon Main Beqarar
Film - Phir Lehraya Lal Dupatta
Singer - Anuradha Paudwal, Udit Narayan
Lyricist - Majrooh Sultanpuri
Music Director - Anand Milind
Artist - Sahil, Veverly, Krish Malik, Navin Nischol, Reeta Bhaduri
Music On - T-Series",3883,473,1353052,377
OyNqiH5RKW4,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-24T23:37:53Z,Lal Dupatta Malmal Ka (Full Song) Film - Lal Dupatta Malmal Ka,"Song - Lal Dupatta Malmal Ka
Film - Lal Dupatta Malmal Ka
Singer - Mohammad Aziz
Lyricist - Majrooh Sultanpuri
Music Director - Anand, Milind
Artist - Gulshan Kumar
Music On - T-Series",34371,7867,17300998,3048
STRdrqGWsYU,UCq-Fj5jknLsUf-MWSy4_brA,2020-01-30T06:30:26Z,"Atrangi Re | Announcement | Aanand L Rai | AR Rahman | Akshay Kumar, Sara Ali Khan, Dhanush","Atrangi Re is an AR Rahman Musical to be directed by Aanand L Rai. Featuring Sara Ali Khan and Dhanush with Akshay Kumar. Written by National Award Winning Writer Himanshu Sharma. Releasing this Valentine 2021.
Gulshan Kumar & T-Series presents Colour Yellow Productions Pvt Ltd & Cape of Good Films Present Atrangi Re
___
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",38301,1547,3696650,2036
wpCKJbHA2Yk,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-25T00:51:58Z,Kal Maine Khuli Aankh Se Ek Sapna Dekha (Full Song) | Jeena Marna Tere Sang,"Song - Kal Maine Khuli Aankh Se Ek Sapna Dekha
Film - Jeena Marna Tere Sang
Singer - Anuradha Paudwal, Abhijeet
Lyricist - Indeervar, Dilip Tahir
Music Director - Dilip Sen, Sameer Sen
Artist - Sanjay Dutt, Raveena Tandon
Music Label - T-Series",2619,354,1072979,151
AWrhU13nm_g,UCq-Fj5jknLsUf-MWSy4_brA,2014-05-15T08:22:45Z,Ek Villain: Banjaara Video Song | Mithoon | Mohd. Irfan,"He is back with his mesmerizing melodies. Listen to this melodious composition of Mithoon in the voice of Mohd. Irfan from Ek Villain. It is directed by Mohit Suri.

Enjoy and Share it with your friends!!

Buy from iTunes: https://itunes.apple.com/in/album/ek-villain-original-motion/id882736680?ign-mpt=uo%3D4

Song: BANJAARA
Singer: MOHD. IRFAN
Lyrics: MITHOON
Music: MITHOON
Mixed and Mastered by Eric Pillai( Future Sound Of Bombay)
Music Label: T-Series

Enjoy and stay connected with us!!

SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries



-----------------------------------------

Set ""Banjaara"" as your caller tune
Click Here » http://202.87.41.148/sms/services/crbt_web/subscribe.php?kw=ekvn7

-----------------------------------------

Set ""Banjaara"" as your callertune - sms EKVN7 To 54646

Set ""Kisi Shayaer Ki Gazal - Banjaara"" as your callertune - sms EKVN8 To 54646

Operator Codes: 

1) Banjaara

Vodafone Subscribers Dial 5375153835
Airtel Subscribers Dial 5432114123049
Reliance Subscribers Dial 595017450
Idea Subscribers Dial 567895153835
Tata DoCoMo Subscribers dial 59090446892
Aircel Subscribers sms DT 2247957  To 53000
Tata Indicom Subscribers sms WT1319618 To12800
BSNL (South / East) Subscribers sms BT 5153835 To 56700
BSNL (North / West) Subscribers sms BT 2247957 To 56700
Virgin Subscribers sms TT 5153835 To 58475
MTS Subscribers dial 52222628892
Uninor Subscribers dial 522226142028
MTNL Subscribers sms PT 5153835 To 56789

2) Kisi Shayaer Ki Gazal - Banjaara

Vodafone Subscribers Dial 5375153837
Airtel Subscribers Dial 5432114123050
Reliance Subscribers Dial 595017451
Idea Subscribers Dial 567895153837
Tata DoCoMo Subscribers dial 59090446893
Aircel Subscribers sms DT 2247958  To 53000
Tata Indicom Subscribers sms WT1319619 To12800
BSNL (South / East) Subscribers sms BT 5153837 To 56700
BSNL (North / West) Subscribers sms BT 2247958 To 56700
Virgin Subscribers sms TT 5153837 To 58475
MTS Subscribers dial 52222628893
Uninor Subscribers dial 522226142029
MTNL Subscribers sms PT 5153837 To 56789",17840,1566,4639081,778
pIjc7J9rn0A,UCq-Fj5jknLsUf-MWSy4_brA,2019-01-03T09:36:50Z,"ZERO: Duma Dam Mast Kalandar Lyrical | Shah RK, Katrina K, Anushka S | Altamash F, Tanishk B","Presenting the lyrical video song ""Duma Dam Mast Kalandar"" from the most awaited Bollywood movie ""Zero"". The song is sung by Altamash Faridi, music composed by Tanishk Bagchi. The film is starring Shah Rukh Khan, Anushka Sharma and Katrina Kaif and directed by Aanand L Rai. 

 #ShahRukhKhan #KatrinaKaifItemSong #HeerBadnam #Zero
-------------------------------------------------------------------------------------------------------
♪ Film - Zero 
♪ Song - Duma Dam Mast Kalandar
♪ Singers - Altamash Faridi
♪ Music - Tanishk Bagchi
♪ Re-Compose and Programmed - Tanishk Bagchi
♪ Songs Mixed And Mastered By Eric Pillai@Future Sound Of Bombay
♪ Mix Assistant Engineers - Michael Edwin Pillai
-------------------------------------------------------------------------------------------------------
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",10520,1610,743971,937
hf2msNtpjAk,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-20T09:02:47Z,"ISHQ NA KARNA ISHQ NA KARNA Full Video |  Phir Bewafai | Agam Kumar Nigam, Tulsi Kumar","Presenting the full video song ""Ishq Na Karna- Remix"" from the album 'Phir Bewafaai' The song is sung by Agam Kumar Nigam, Tulsi Kumar, and the music is composed by Nikhil. The lyrics are written by Praveen Bhardwaj. The Video is directed by  Divya Khosla Kumar.

Song - Ishq Na Karna- Remix
Album - Phir Bewafai
Singer - Agam Kumar Nigam, Tulsi Kumar
Lyricist - Praveen Bhardwaj
Music Director - Nikhil
Artist - Agam Kumar Nigam
Video Director - Divya Khosla Kumar
Music On - T-Series
________________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",14628,2484,4839124,603
aguYSdPPPEE,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-24T22:19:04Z,Chunri Lehrai Toh (Full Song) Film - Insaaf - The Justise,"Song - Chunri Lehrai Toh
Film - Insaaf - The Justise
Singer - Udit Narayan, Alka Yagnik
Lyricist - Sameer
Music Director - Nikhil, Vinay
Artist - Namrata Shirodkar, Dino Morea, Sanjay Suri, Henna, Rajpal Yadav, Varun Vardhan
Music On - T-Series",3538,506,1823177,126
UNOvmdTYPP4,UCq-Fj5jknLsUf-MWSy4_brA,2011-05-06T04:56:16Z,"Maine Tujhe Dekha (Full Song) | Akhiyon Se Goli Maare | Govinda, Raveena Tandan","Subscribe our channel http://www.youtube.com/tseries
Like us: http://www.facebook.com/tseriesmusic
Follow us: http://www.twitter.com/_Tseries


Song - Maine Tujhe Dekha
Movie - Akhiyon Se Goli Maare
Singer - Sonu Nigam, Alka Yagnik
Lyricist - Sameer
Music - Anand Chitragupt, Milind Chitragupt
Artist - Govinda, Raveena Tandan
Music Label - T-Series",3185,379,1336515,126
ts787XwyDhM,UCq-Fj5jknLsUf-MWSy4_brA,2013-08-05T08:21:37Z,Best Songs Of Mohit Chauhan | Moods Of Mohit | Bollywood Jukebox | Part 1,"BEST OF 2013 | Jukebox - http://youtu.be/y8S2LcXP1Cg

Presenting the ultimate Bollywood collection of Mohit Chauhan songs from T-Series music catalogue. Pick your favourite song and share it with your loved ones. 

Songs Included Here 

Song - Dil Ye Bekarar Kyun Hai 
Movie - Players
Singer - Mohit Chauhan, Shreya Ghoshal
Lyricist - Ashish Pandit
Music - Pritam

Song - Tujhe Bhula Diya
Movie - Anjana Anjani
Singer - Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak
Lyricist - Kumaar, Vishal Dadlani
Music - Vishal Dadlani, Shekhar Ravjiani

Song - Jo Bhi Main
Movie - Rockstar
Singer - Mohit Chauhan
Lyricist - Irshad Kamil
Music - A R Rahman

Song - Masakali
Movie - Delhi-6
Singer - Mohit Chauhan
Lyricist - Prasoon Joshi
Music - A R Rahman

Song - Tum Ho
Movie - Rockstar
Singer - Mohit Chauhan, Kavita Krishnamurty
Lyricist - Irshad Kamil
Music - A R Rahman

Song - Ilahi
Movie - Yeh Jawaani Hain Deewani
Singer - Mohit Chauhan 
Lyricist - Amitabh Bhattacharya
Music - Pritam

Enjoy and Stay conncted with us!! 

SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries

 


Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/Tseries",11845,975,3164024,495
8BjH4vIPurI,UCq-Fj5jknLsUf-MWSy4_brA,2019-12-31T11:30:00Z,"LYRICAL: Itna Pyaar Karo | The Body | Rishi K, Emraan H, Sobhita, Vedhika | Shreya G, Shamir Tandon","Presenting the lyrical video song ""Itna Pyaar Karo"" from the bollywood movie “The Body”. The song is composed by Shamir Tandon and sung by Shreya Ghoshal. The film is starring Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala & Vedhika. 

Viacom18 Studios Presents An Azure Entertainment Production Produced by Viacom18 Studios & Sunir Kheterpal 

A Jeethu Joseph Film
---------------------------------------------------------------- 
♪Full Song Available on♪ 
iTunes: http://bit.ly/The-Body-Full-Album-iTunes
Hungama: http://bit.ly/The-Body-Full-Album-Hungama
Wynk: http://bit.ly/The-Body-Full-Album-Wynk
Gaana: http://bit.ly/The-Body-Full-Album-Gaana
JioSaavn: http://bit.ly/The-Body-Full-Album-JioSaavn
Apple Music: http://bit.ly/The-Body-Full-Album-AppleMusic
Amazon Prime Music: http://bit.ly/The-Body-Full-Album-AmazonPrimeMusic
Spotify: http://bit.ly/The-Body-Full-Album-Spotify
Google Play: http://bit.ly/The-Body-Full-Album-GooglePlay

Song Credits:
Song: Itna Pyaar Karo
Singer: Shreya Ghoshal
Music: Shamir Tandon
Lyricist Kumaar
Music Label: T-Series
---------------------------------------------------------------- 
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",14676,1288,773817,863
smPtPgnTE3w,UCq-Fj5jknLsUf-MWSy4_brA,2016-05-12T06:28:21Z,"Jeena Marna Video Song | Do Lafzon Ki Kahani | Randeep Hooda, Kajal Aggarwal | T-Series","Presenting Jeena Marna Video song from upcoming movie Do Lafzon Ki Kahani starring Randeep Hooda, Kajal Aggarwal, directed by Deepak Tijori. The song Jeena Marna is sung by Altamash Faridi, music directed by Babli Haque and lyrics written by Sandeep Nath.
The movie Do Lafzon Ki Kahani is scheduled to release worldwide on 10 June 2016

Song - Jeena Marna
Singer - Altamash Faridi
Music - Babli Haque
Lyrics - Sandeep Nath
Song Programmed & Arranged By - Babli Haque
Live Guitars - Arbez Khan
Live Dholak By -Firoz Khan ,Naem Sayyad
Song Recorded By - Rahul Sharma (Krishna Studio)
Song Mixed & Mastered By -Vijay Dayal
Music on T-Series


Buy it on iTunes - https://geo.itunes.apple.com/in/album/jeena-marna-from-do-lafzon/id1113352205?ls=1&app=itunes

Listen it on Hungama - http://www.hungama.com/#/music/album-do-lafzon-ki-kahani-songs/18205415

For Caller Tune : 
Jeena Marna - Kyun Itno Mein http://bit.ly/KyunItnoMeinJeenaMarna
Jeena Marna http://bit.ly/JeenaMarna


Enjoy and stay connected with us!!

Subscribe to T-Series Channel for unlimited entertainment
http://www.youtube.com/user/tseries?sub_confirmation=1




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries

Follow us on
http://www.instagram.com/tseries.official



----------------------------------------------

Set ""Jeena Marna - Kyun Itno Mein"" as your caller - sms DLFK1 To 54646

Set ""Jeena Marna"" as your caller - sms DLFK2 To 54646

___________________________

OPERATOR CODES :

1.Jeena Marna - Kyun Itno Mein

Vodafone Subscribers Dial 5377824406
Airtel Subscribers Dial 5432115435019
Reliance Subscribers Dial 595032590
Idea Subscribers Dial 567897824406
Tata DoCoMo Subscribers dial 5432117824406
Aircel Subscribers sms DT 6019879  To 53000
BSNL (South / East) Subscribers sms BT 7824406 To 56700
BSNL (North / West) Subscribers sms BT 6019879 To 56700
Virgin Subscribers sms TT 7824406 To 58475
MTS Subscribers  sms CT 6020225 to 55777
Telenor Subscribers dial 50016020303
MTNL Subscribers sms PT 7824406 To 56789

2.Jeena Marna

Vodafone Subscribers Dial 5377824405
Airtel Subscribers Dial 5432115435054
Reliance Subscribers Dial 595032586
Idea Subscribers Dial 567897824405
Tata DoCoMo Subscribers dial 5432117824405
Aircel Subscribers sms DT 6019876  To 53000
BSNL (South / East) Subscribers sms BT 7824405 To 56700
BSNL (North / West) Subscribers sms BT 6019876 To 56700
Virgin Subscribers sms TT 7824406 To 58475
MTS Subscribers  sms CT 6020220 to 55777
Telenor Subscribers dial 50016020300
MTNL Subscribers sms PT 7824405 To 56789",23978,1391,6095027,936
